original_index	presentation_index	annotator	is_flipped		query	adj_0	Judgment	adj_1	Less similiar still similar?
21	23	1	FALSE	Neha	I ensured to use two smileys at least when emailing my team mates. It softens the tension that we have because we don’t know each other	I think, in general, even with my team I just I started out with emojis and get pretty crazy and then I fgured out if the person and I had the kind of relationship that was casual enough for sharing because there’s defnitely GIFs that are like very funny funny like those are the kind that you will interact with a friend using	Both equally similar	for emoji, I think she’s the one who made our team very emotionally attached. She started using emoji, and everyone was free to use emoji because I hesitated about using emoji. After all, it expresses our emotions our attitudes, and someone could misunderstand it. I was very cautious about using emoji. So, when your senior, as in your project managers, started to use or gave you some sense of comfort that Okay, maybe others could use, then, then, you start using that	
102	24	1	TRUE	Neha	When I joined, someone told me we all had chosen a specifc emoji, and whenever we have a recommended message, oh, I’ve read it instead of like All responding separately. We respond with our personal emoji, so that’s a super formal way, my favorite emojis were already taken when I joined the group, so I chose, in the end, a fun video emoji with like a star...	There is an emoji that’s kind of like that this guy used to send to everybody, and it became kind of like his thing...And then now do you know we don’t see that emoji thrown around anymore, and feel like people don’t want to use it, because then you know; it’s copycatting that guy	<- Left more similar	The emoji and then the text communication is a subset of this new expected cultural norm of the accepted behavior for a company, that’s now online [...] You have an expectation that’s preset on, and we’ve been trained; you watch a movie you’re learning like oh that’s how people behave in an ofce, you know, and now it’s not like there’s a movie that shows people behaving on slack, so like the behavior, diferent people really varies [...]	N
114	25	1	TRUE	Neha	Young people in China use slightly smiling emoji when they do not care or are speechless, and you do not wish to engage...once a Prof. from China used and I had no idea what he means...I asked for clarifcation, suggestions to improve if something was not right	When I do not get a particular emoji I fnd a closest match to an emoji available on Mattermost that I can use to substitute	Right more similar ->	There is a lot more information that a GIF carries compared to an emoji...it is just a fxed kind of expression or emotion devoid of any context of why, like a person is feeling that way, except for like what it is that you are talking about in the conversation	N
125	26	1	FALSE	Neha	getting so much loot I’m not as excited because it’s so repeated	I feel if I were to open a lot, e.g. like 100 or 300, I would like to skip the animation ... it would get annoying after a while	Right more similar ->	it’s too much, it’s too repetitive	Y
59	27	1	TRUE	Neha	It can make people better aware [that] the wheelchair is coming, but I don’t want to draw extra attention on me, especially on my disability	You don’t have tactile feedback in these wheelchairs, whereas if you were in a manual chair, You know, you can feel the resistance when you’re trying to push it	Right more similar ->	Sometimes I can ask a person to volunteer to clear the way when I’m coming, or I can make a sound like..’zzzz’ , so people will turn their head back and see me coming.	N
126	28	1	TRUE	Neha	happy, but also unlucky if it took too many tries	I go in with the expectation that I will pull this character, and have a budget for my pulls	Right more similar ->	I feel if I were to open a lot, e.g. like 100 or 300, I would like to skip the animation ... it would get annoying after a while	Y
62	29	1	TRUE	Neha	It is not so interesting if you just go out to play for two days and shoot. Because if I am just a passerby, I will not fnd it attractive. Because it is just your life, not mine. I think, as uploaders, we have the responsibility to present quality content to the audience. I will not just make day-to-day accounts, because not every moment of life is fun	The number of views of my video got plummet all of a sudden, and there was not much exposure then. It was at that time that I realized that, oh, video uploading was not something that you do randomly, that you just edit and upload it	Right more similar ->	If you want to be an uploader, you want to make sure it is high quality. Otherwise, it is a waste of others’ time, which is not good	Y
19	30	1	TRUE	Neha	I don’t like getting called out. There can be a lot of rage like you can make a mistake and die first [...] and people might not know you’re disabled, like you die on an easy part where everyone lived. [...] I don’t want to have to explain myself	the main problem is like most wheelchair users in England, they’re told by doctors [...] this is kind of the end, like once you’re in a wheelchair that’s sort of the of it [physical activity] [...] so it’s difficult to find a large enough group	Right more similar ->	So in Tell-Tale games, they say at the end of the chapter ’66 percent of people made this decision’, and you can compare yourself so if you’re climbing Everest you can give them options to go this way, or tie yourself to this tree, so this influences PA that the person does [...].	Y
53	31	1	FALSE	Neha	If you want to be an uploader, you want to make sure it is high quality. Otherwise, it is a waste of others’ time, which is not good	It is not so interesting if you just go out to play for two days and shoot. Because if I am just a passerby, I will not fnd it attractive. Because it is just your life, not mine. I think, as uploaders, we have the responsibility to present quality content to the audience. I will not just make day-to-day accounts, because not every moment of life is fun	<- Left more similar	Some would say, the rhythm is not so good or there is no rhythmic point, or other places that are not so good. They, the audience, would use Danmu or comments to give you such feedback	N
112	32	1	TRUE	Neha	You don’t have tactile feedback in these wheelchairs, whereas if you were in a manual chair, You know, you can feel the resistance when you’re trying to push it	Yes, I would like to receive this kind of thing [i.e. feedback from the wheelchair], it would be nice to be told what it is going to do, so that you would be aware, and you’re not taken by surprise.	<- Left more similar	It can make people better aware [that] the wheelchair is coming, but I don’t want to draw extra attention on me, especially on my disability	N
82	33	1	FALSE	Neha	Sometimes I can ask a person to volunteer to clear the way when I’m coming, or I can make a sound like..’zzzz’ , so people will turn their head back and see me coming.	I normally shout at people or use my elbow to avoid them fall on me	Both equally similar	It can make people better aware [that] the wheelchair is coming, but I don’t want to draw extra attention on me, especially on my disability	
35	34	1	TRUE	Neha	I tended to use a two-step method where I brought the main ingredients, especially in a chicken, to food-safe temperatures before I finished it in the [solar] oven	It [beef jerky] hit 140 within two hours. It was at 150 within four. After four hours I put it in the oven to cook it up to the 165 that it needed to be at to be at to heat. It didn’t make us sick at all. We both ate it. It was great	<- Left more similar	I knew that I could get my oven to 150 pretty regularly, I was like, well, what cooks at 150? I started Googling that and I was like, literally what cooks at 150 degree Fahrenheit? Through that trail I found that most of those recipes were dehydration recipes	Y
94	35	1	TRUE	Neha	Then slowly, then, after some time we transcended from emails to phone calls and then to video calls like four ... And that happened because I would sometimes use SMILEY or some emoji and they would also reciprocate	Yes, I would say that because previously in my last company I have made some great friends and, and I did not met with them like face to face ever, but I, but I still talk to them and I haven’t had any calls with them only messages and right now, at this company, I never had, I never had any physical Like physical connection with like a with like anyone [...] so I would say yes, non-textual responses have helped me in in building the relationships and I have made some great friends in my previous [and] current company	<- Left more similar	My team lead posts some kind of random joke every day on like one the platform, so what he did was like he posts a joke there, and he would add random emoji at the bottom with the post, and would want us to vote using those emoji	N
79	36	1	FALSE	Neha	So in Tell-Tale games, they say at the end of the chapter ’66 percent of people made this decision’, and you can compare yourself so if you’re climbing Everest you can give them options to go this way, or tie yourself to this tree, so this influences PA that the person does [...].	I don’t like getting called out. There can be a lot of rage like you can make a mistake and die first [...] and people might not know you’re disabled, like you die on an easy part where everyone lived. [...] I don’t want to have to explain myself	Right more similar ->	Like Facebook games...it will come up on your feed showing you how well others have done, giving people a challenge, like global challenges so that’s involving others, but it doesn’t really affect you	Y
84	37	1	TRUE	Neha	Sometimes, it is hard to fnd the one emoji or GIF that expresses what I try to communicate	also if we type any text, it’s translated to the emoticon when it is not required	Neither is similar	I use Microsoft teams which doesn’t support most of gifs	
24	38	1	TRUE	Neha	I feel very happy if I get a really rare item	if the reward is very rare, it deserves a better animation	Both equally similar	if I get something [not as good] I feel worse	
56	39	1	FALSE	Neha	In my class, there was a classmate...he liked playing games, and liked making videos of game playing and uploading them. When I saw it, I thought it was fun, so I started to do it...I will do it together with him, and it is good for us to do it together.	She was born in 2000 (and I was born in 1999)... although we go to school together and we are in the same graduate class... she will talk about the post-2000 generation’s romantic ideas. Things like that will usually receive a high number of views	Neither is similar	They will say, will it interfere with your studies? I say,‘This is [for] my major. This is for me to do practice with the media, otherwise how can I know the media ecology?	
46	40	1	FALSE	Neha	I would say, for using stickers and memes, they are fun, but I don’t use those with like everyone basically I use these GIFs and stickers approximately with only like four to fve people...I keep my professional distance...if you would say because nobody uses those I have back in India, so I am on the fence with that	Most people, people in my team, are above 50 or 60, so it’s a little difcult to send like meme, stickers it can mean like something diferent if you are not sending to the people of your own age...Because I did not like I uh I did not get any response back, so I thought, okay, so maybe I should not have sent that; otherwise, she would have been responded to me...it’s a generational gap.	<- Left more similar	when you try to communicate a lot using a limited medium like a job is essentially an instant messenger that comes from the idea that you can’t really write letters and expect people to receive it and all of that right	Y
41	41	1	TRUE	Neha	I use Microsoft teams which doesn’t support most of gifs	Sometimes, it is hard to fnd the one emoji or GIF that expresses what I try to communicate	Neither is similar	It’s not professional, so when joining a new team, it seems inappropriate to use gifs/stickers when others do not. If I work with this team longer, I’m sure I will start using them once I know everyone well	
66	42	1	TRUE	Neha	It was nice to see useful chat messages being organized without unrelated ones and keep them like memos	I was able to enjoy the stream by looking at the parts that people were mainly interested in.	Both equally similar	I could understand the flow of the game well because it made the order of previous events clear for me.	
39	43	1	FALSE	Neha	I think, in general, even with my team I just I started out with emojis and get pretty crazy and then I fgured out if the person and I had the kind of relationship that was casual enough for sharing because there’s defnitely GIFs that are like very funny funny like those are the kind that you will interact with a friend using	I ensured to use two smileys at least when emailing my team mates. It softens the tension that we have because we don’t know each other	Right more similar ->	I would say, for using, for using like a stickers and memes, they are, they are fun, but I don’t use use those with like, with like everyone, basically I use these GIFs and stickers approximately with only like four to fve people...but the people who I am like comfortable with, whom I chat like after ofce, if I share my personal things with them to, with those people, I’m pretty comfortable and I share the stickers and memes with them.	Y
100	44	1	TRUE	Neha	Typical live streams are unedited, so it’s easy to get bored when it gets loose. However, the summary feature made me enjoy the stream especially when the streamer was not speaking or something that I’m not interested in was being played	I could understand the flow of the game well because it made the order of previous events clear for me.	Both equally similar	Based on snapshots and keywords I was able to roughly understand when ingredients were introduced and when and what ingredients were added. However, it was difcult to grasp the exact contents with the highlight feature alone, such as how it was cooked	
74	45	1	TRUE	Neha	Most people, people in my team, are above 50 or 60, so it’s a little difcult to send like meme, stickers it can mean like something diferent if you are not sending to the people of your own age...Because I did not like I uh I did not get any response back, so I thought, okay, so maybe I should not have sent that; otherwise, she would have been responded to me...it’s a generational gap.	The very frst time, I couldn’t use all this because I was not aware Like if it was actually a good thing to do so, even with the manager, I still can’t do it... though things are smooth and all but I still can’t do it or use emoji while chatting with my manager or some other person in the senior management, it is just that we use simple SMILEY	Both equally similar	I would say, for using stickers and memes, they are fun, but I don’t use those with like everyone basically I use these GIFs and stickers approximately with only like four to fve people...I keep my professional distance...if you would say because nobody uses those I have back in India, so I am on the fence with that	
37	46	1	FALSE	Neha	I think that an issue that a lot of wheelchair users have with games, because obviously there aren’t many they seem a bit handholdy sort of alienated in a way, it feels very specifically designed for wheelchair users while someone in a wheelchair could use it, when it’s simple it seems obvious that it’s for someone in a wheelchair	[some games] are very obviously teaching you math	Both equally similar	game is there for me to escape and forget what I’m doing [...] it allows me not to be reminded of what I look like	
91	47	1	FALSE	Neha	The system let me know roughly what happened before, but some keywords were too general so it was hard to know what happened exactly	Based on snapshots and keywords I was able to roughly understand when ingredients were introduced and when and what ingredients were added. However, it was difcult to grasp the exact contents with the highlight feature alone, such as how it was cooked	Both equally similar	The transcript was awkwardly transcribed so it was hard to understand the content.	
129	48	1	FALSE	Neha	if the building has accessibility but it requires someone to operate the lift for you, you don’t feel very independent, you don’t want to feel as if people are going out of their way	One of the reasons I don’t play [movement-based games] is it involves a lot of set up depending on what game you want to play.	Neither is similar	muscles will cramp up making it impossible to return home	
64	49	1	FALSE	Neha	It was a long time ago, last year, when I uploaded a ftness video...Probably it happened to step on the recommendation algorithm, and it got over 500,000 views shortly, but it did not bring many followers...and the interaction was also not good.	For me to make the Vlog, frst it is to share my life, and second, I hope it can also help others.”	Neither is similar	Some fans told me in their private message that they got dates by following my tutorials...I felt it was worth it. Even if the video was only watched by a number of viewers, it was worth it. I was very happy. It was the highlight and gave me a sense of achievement.	
132	50	1	TRUE	Neha	it feels better to pull with a more guarantee at the back of your mind	[a pity system] encourages the player to keep going since they expect they will get something better	<- Left more similar	I’m not a huge fan of the system because they are optimized to make more money, they are designed so that if you don’t spend money your progress is a lot more limited. [Companies] have psychological tricks to make you spend more money	Y
13	51	1	TRUE	Neha	I can say, when I was not very familiar with the team, I was hesitant to use diferent smileys. Like you know, I’m kind of like shy in nature when it comes to like sharing a heart SMILEY with others. It is sometimes difcult for me, so yeah, I was frst like very hesitant to put a heart. But later as I get to know people, yeah they are like kind of cool... I don’t mind using it now	Yes, I would say that because previously in my last company I have made some great friends and, and I did not met with them like face to face ever, but I, but I still talk to them and I haven’t had any calls with them only messages and right now, at this company, I never had, I never had any physical Like physical connection with like a with like anyone [...] so I would say yes, non-textual responses have helped me in in building the relationships and I have made some great friends in my previous [and] current company	Right more similar ->	There is this thing within a certain group they have like a norm that they don’t use the praying emoji for thank you because they do not want to use any religious emoji...so they like own a thank you emoji and...when I entered, I didn’t know this, so I used the praying emoji for Thank you emoji, and then some people sent me a message saying I should use the other non-religious thank you emoji	Y
148	52	1	TRUE	Neha	you’re just hoping the items drop, you’re sort of wondering am I just unlucky or am I spending more time than I really should be doing this sort of thing	I defnitely prefer the deterministic one ... it defnitely just feels a little better to just know that you’ll be done once and for all if you do it in a deterministic way	<- Left more similar	A game where if you don’t pay money or put in a lot of time, you can’t play most of the game	Y
29	53	1	FALSE	Neha	I haven’t seen a lot of people using them already so you have to conform with or whatever is going on in the company right, I cannot be like Oh, you know I’m so friendly and everything and start using it	I actually mostly have that problem with the thumbs up analogy because, like, in my family like if I use that with my mom she would think I was really passive aggressive and like vice versa, my mom used that with me and actually the frst time, my supervisor used it, I thought she was mad at me, and then I realized that was her version	Right more similar ->	The very frst time, I couldn’t use all this because I was not aware Like if it was actually a good thing to do so, even with the manager, I still can’t do it... though things are smooth and all but I still can’t do it or use emoji while chatting with my manager or some other person in the senior management, it is just that we use simple SMILEY	N
69	54	1	TRUE	Neha	I’m not sure who’s signing, I’m not sure who’s talking	when there are more people in the room we can’t all fit in one screen and so you have to swipe screens to get the view of the other people and that is a signifcant problem	Both equally similar	I don’t know if they’ve raised their hand or where they are. Sometimes I can’t see them and it’ll be like, oh, they’re on a diferent screen	
109	55	1	TRUE	Neha	Yes, I would say that because previously in my last company I have made some great friends and, and I did not met with them like face to face ever, but I, but I still talk to them and I haven’t had any calls with them only messages and right now, at this company, I never had, I never had any physical Like physical connection with like a with like anyone [...] so I would say yes, non-textual responses have helped me in in building the relationships and I have made some great friends in my previous [and] current company	Then slowly, then, after some time we transcended from emails to phone calls and then to video calls like four ... And that happened because I would sometimes use SMILEY or some emoji and they would also reciprocate	<- Left more similar	I can say, when I was not very familiar with the team, I was hesitant to use diferent smileys. Like you know, I’m kind of like shy in nature when it comes to like sharing a heart SMILEY with others. It is sometimes difcult for me, so yeah, I was frst like very hesitant to put a heart. But later as I get to know people, yeah they are like kind of cool... I don’t mind using it now	N
71	56	1	FALSE	Neha	I’m very less familiar with these emojis infact till today also I don’t know the actual need of some emojis	It’s not professional, so when joining a new team, it seems inappropriate to use gifs/stickers when others do not. If I work with this team longer, I’m sure I will start using them once I know everyone well	Neither is similar	You don’t really know these people, and so you want to give of the right meaning of the message. Since we work remotely, what makes sense to you may not for them... especially since I was new, they did not know my personality	
118	57	1	FALSE	Neha	adding delay and baiting the colours of the rarity for the thrill	In Genshin Impact I feel I got something really good because I can see that it shows that I got something really good. whereas in [League of Legends] they feel all the same, . . . , so I don’t really care about the skin I get it’s all just whatever	Neither is similar	if I get something [not as good] I feel worse	
87	58	1	TRUE	Neha	The number of viewers soon reached over 10,000, and it was so much higher than what I imagined. I imagined it could be, could be tens of people to watch.	Some fans told me in their private message that they got dates by following my tutorials...I felt it was worth it. Even if the video was only watched by a number of viewers, it was worth it. I was very happy. It was the highlight and gave me a sense of achievement.	Neither is similar	I tried Douyin but gave it up. I was not used to that atmosphere...I’ve also synced my works to Weibo, and gave it up too. After I tried around...I still feel I like Bilibili’s atmosphere the most	
131	59	1	FALSE	Neha	interpreters usually will sign some signal to let me know that I need to look from one interpreter to the next	I have to kind of be quick on that because I don’t want to miss any of the information	<- Left more similar	scroll through a whole gallery page of postage stamp sized cameras to fnd interpreters	Y
36	60	1	TRUE	Neha	I think it’s pretty bad ... it’s not something that is super spectacular, or something that makes you feel really great and stuff	it’s just visually appealing to look at” (P8), and “you get a flash of light at the beginning, and you’re like oh ****, ... it’s really exciting you know	Both equally similar	Wow, this is the most boring opening I’ve ever seen. It feels like you’re doing homework, feels like you’re just clicking buttons. There’s no visual feedback or visual reward	
150	61	1	TRUE	Neha	“I will do something to enhance the video efects. For instance, I was there for Chinese osteopathy, so I would turn my head...exaggerate my emotional expressions, and so on	If sometimes I happened to experience something that is trafc related, I will do the trafc video, but if not, I will not make trafc videos deliberately.	Neither is similar	Actually I think it depends on everyone as an individual, because everyone has diferent situations. Some are suitable to do makeup videos, because they have mastered good makeup techniques...For uploaders like me, who have conversational type [of videos], it is important that we are engaging in a conversation. That is, when facing a camera, we act like we are engaging in a conversation with you. If you just recite the script, it will not be good...Um..I took hosting lessons when I was a child, so I am relatively good at it	
93	62	1	FALSE	Neha	The very frst time, I couldn’t use all this because I was not aware Like if it was actually a good thing to do so, even with the manager, I still can’t do it... though things are smooth and all but I still can’t do it or use emoji while chatting with my manager or some other person in the senior management, it is just that we use simple SMILEY	I haven’t seen a lot of people using them already so you have to conform with or whatever is going on in the company right, I cannot be like Oh, you know I’m so friendly and everything and start using it	Right more similar ->	Most people, people in my team, are above 50 or 60, so it’s a little difcult to send like meme, stickers it can mean like something diferent if you are not sending to the people of your own age...Because I did not like I uh I did not get any response back, so I thought, okay, so maybe I should not have sent that; otherwise, she would have been responded to me...it’s a generational gap.	Y
38	63	1	FALSE	Neha	I think you have to have a pity system or else I would get so mad in not getting the item forever that I would actually quit the game	[a pity system] encourages the player to keep going since they expect they will get something better	<- Left more similar	you’re just like praying it lands on a spot that is really good, it’s like oh, I was so close to getting this purple one	Y
4	64	1	FALSE	Neha	Based on snapshots and keywords I was able to roughly understand when ingredients were introduced and when and what ingredients were added. However, it was difcult to grasp the exact contents with the highlight feature alone, such as how it was cooked	The system let me know roughly what happened before, but some keywords were too general so it was hard to know what happened exactly	<- Left more similar	Typical live streams are unedited, so it’s easy to get bored when it gets loose. However, the summary feature made me enjoy the stream especially when the streamer was not speaking or something that I’m not interested in was being played	Y
83	65	1	FALSE	Neha	Sometimes the system don’t realize that you have perceived an issue and they will do something that you think is irresponsible..For example, you could have a collision avoidance system that is doing the best to avoid you running into a wall, but actually you are trying to get closer to the wall because you are trying to avoid a child running on the pavement	In the crowds, it is most likely the wheelchair will keep changing its direction to avoid people, which is the least thing I would want to have..It can be confusing and uncomfortable..	Right more similar ->	When the wheelchair does something out of my intention and that causes unhappiness for other people, I don’t want people to think it is what I intend to do and I’m a bad guy.	Y
117	66	1	FALSE	Neha	[some games] are very obviously teaching you math	I think that an issue that a lot of wheelchair users have with games, because obviously there aren’t many they seem a bit handholdy sort of alienated in a way, it feels very specifically designed for wheelchair users while someone in a wheelchair could use it, when it’s simple it seems obvious that it’s for someone in a wheelchair	<- Left more similar	they tell you to stand on your toes and slowly lower, you are bored out of your mind	Y
137	67	1	TRUE	Neha	muscles will cramp up making it impossible to return home	if the building has accessibility but it requires someone to operate the lift for you, you don’t feel very independent, you don’t want to feel as if people are going out of their way	Neither is similar	I used to do it all the time [be physically active], why should I stop now?	
67	68	1	TRUE	Neha	It’s not professional, so when joining a new team, it seems inappropriate to use gifs/stickers when others do not. If I work with this team longer, I’m sure I will start using them once I know everyone well	I’m very less familiar with these emojis infact till today also I don’t know the actual need of some emojis	Neither is similar	I use Microsoft teams which doesn’t support most of gifs	
